client_id,client_name,client_type,pan,country,sector,branch,onboarding_date,exposure_inr,last_kyc_refresh
C2162,Sanjay Ghosh,Individual,,IN,NBFC,Kolkata,2019-05-25,1396754,2020-12-03
C2224,Sanjay Rao,Individual,SCOPR7220W,IN,Financial Services,Ahmedabad,2024-12-18,267523,2025-09-18
C2888,Kavya Trivedi,Individual,WDMPT6046W,IN,IT Services,Kolkata,2022-09-21,923830,2024-10-11
C1846,Zenith Textiles Pvt Ltd,Corporate,TSHCZ5154E,IN,Financial Services,Mumbai,2021-06-29,2647553,2023-07-01
C1169,Shivaji Bandappa Kalge,Individual,JTXPK6529U,IN,Agri,Hyderabad,2023-06-10,300330,2025-03-04
C2575,Preeti Sethi,Individual,YXUPS5252Q,IN,Import/Export,Ahmedabad,2023-11-13,1261162,2026-08-29
C1332,Chandra Holdings Pvt Ltd,Corporate,,IN,Infrastructure,Chennai,2021-07-05,2564300,2022-09-03
C2678,Aravali Holdings Pvt Ltd,Corporate,OWNCA3834M,IN,Import/Export,Hyderabad,2023-09-26,159112,2025-09-11
C1654,Manav Kulkarni,Individual,XBCPK4699H,IN,Gems & Jewellery,Hyderabad,2020-05-16,4456283,2021-05-07
C2160,Rahul Deshmukh,Individual,TQLPD6515W,IN,Real Estate,Pune,2020-07-19,2326284,2021-07-09
C2556,Kaveri Ventures Ltd,Corporate,,IN,Financial Services,Chennai,2019-12-18,119972,2020-09-14
C1517,Aravali Logistics Ltd,Corporate,YPFCA8501Z,IN,NBFC,Mumbai,2023-12-06,32655424,2025-09-11
C1473,Vindhya Capital LLP,Corporate,,IN,Pharma,Chennai,2021-07-21,2755191,2022-04-05
C1203,Shri Mhan Lal Verma,Individual,CPFPV8065I,IN,Infrastructure,Ahmedabad,2022-07-05,4709784,2023-12-10
C1395,Bhaskar Holdings India Pvt Ltd,Corporate,JOWCB8288A,IN,Financial Services,Chennai,2023-04-21,4005920,2026-03-13
C1386,Divya Dutta,Individual,TJJPD2570S,IN,Gems & Jewellery,Kolkata,2024-09-15,13521724,2027-04-15
C1414,Zoya Bose,Individual,EGHPB3073U,IN,Commodities,Ahmedabad,2023-10-17,1665739,2025-11-18
C1048,3M Team Research Pvt. Ltd. (formerly known as 3M Team Security Services Pvt. Ltd.),Corporate,AAACZ5112B,IN,Gems & Jewellery,Delhi,2020-03-09,2638440,2022-12-24
C2772,Siddharth Bhatt,Individual,IGSPB4656H,IN,Pharma,Ahmedabad,2021-08-29,1364392,2022-11-25
C1091,Tapas Mandal,Individual,OZYPM6082V,IN,Gems & Jewellery,Bengaluru,2022-05-20,346967,2023-05-15
C1468,Sundara Chemicals LLP,Corporate,PANCS5295G,IN,Agri,Ahmedabad,2021-05-02,1862491,2023-08-02
C2306,Deepak Rao,Individual,CHGPR5063H,IN,Import/Export,Delhi,2023-08-26,756659,2024-08-18
C1430,Aman Joshi,Individual,SMFPJ0889J,IN,Real Estate,Ahmedabad,2023-10-28,12354466,2025-12-23
C1825,Zoya Ghosh,Individual,,IN,Gems & Jewellery,Pune,2019-12-13,563151,2020-08-22
C1388,Harsh Mehta,Individual,QZHPM4845E,IN,IT Services,Delhi,2020-06-18,2135665,2021-09-25
C1463,Sundara Ventures LLP,Corporate,,IN,Financial Services,Kolkata,2024-02-09,8581612,2027-01-04
C2411,Zenith Capital India Pvt Ltd,Corporate,FNPCZ2696P,IN,Commodities,Delhi,2020-10-21,3292102,2023-09-07
C1643,Harsh Menon,Individual,EWXPM3895M,IN,Financial Services,Chennai,2019-12-09,356827,2021-01-10
C2061,Aman Bhatt,Individual,WNHPB6183P,IN,Import/Export,Bengaluru,2019-12-30,553249,2021-10-06
C2816,Karan Bhardwaj,Individual,AADPB2249D,IN,NBFC,Chennai,2025-05-20,44016879,2026-08-14
C2479,Deepak Joshi,Individual,SGJPJ7430Y,IN,NBFC,Hyderabad,2019-12-13,11288471,2021-02-22
C1143,"Singh, Rajiv Ranjan",Individual,PQVPS8548M,IN,Gems & Jewellery,Hyderabad,2020-10-01,4863328,2022-07-29
C1602,Sneha Sengupta,Individual,NEDPS1306H,IN,Real Estate,Mumbai,2021-08-13,160126,2023-04-03
C2424,Farah Ghosh,Individual,IZGPG5052F,IN,Infrastructure,Kolkata,2025-02-13,1043040,2026-12-28
C2757,Aravali Exports Ltd,Corporate,QKNCA0239L,IN,Financial Services,Kolkata,2024-09-24,1948040,2026-04-18
C2903,Harsh Trivedi,Individual,KVLPT1122M,IN,NBFC,Hyderabad,2019-05-03,1463300,2021-02-20
C1490,Vindhya Infra LLP,Corporate,,IN,Real Estate,Delhi,2019-11-21,2921210,2022-02-02
C2613,Nikhil Kulkarni,Individual,MDWPK3045R,IN,Agri,Delhi,2022-06-27,1642042,2024-02-11
C2002,Kaveri Holdings LLP,Corporate,EVOCK6558J,IN,IT Services,Hyderabad,2019-11-02,6872525,2021-04-12
C2243,Kunal Chauhan,Individual,IFJPC4501D,IN,IT Services,Delhi,2020-11-26,3502421,2023-04-29
C1173,Manickam Tagore B,Individual,QJGPB6328L,IN,IT Services,Delhi,2021-05-17,6221728,2023-05-11
C2100,Neha Deshmukh,Individual,VDNPD7541S,IN,Gems & Jewellery,Bengaluru,2023-01-06,2666034,2025-03-15
C2529,Tanvi Kulkarni,Individual,DIXPK5915M,IN,Financial Services,Delhi,2023-02-05,436195,2024-12-19
C2279,Karan Chatterjee,Individual,JZPPC6587E,IN,Commodities,Kolkata,2022-06-07,13106281,2025-02-03
C1582,Kavya Ghosh,Individual,OWMPG7495L,IN,Commodities,Delhi,2019-11-14,9260663,2021-05-11
C1242,"Smt. Tailor, Javed Dawood",Individual,EROPT1581X,IN,NBFC,Hyderabad,2024-01-04,6868770,2026-02-24
C1129,kalyan banerjee,Individual,REZPB3135J,IN,NBFC,Chennai,2021-04-06,584248,2024-03-25
C2410,Siddharth Chatterjee,Individual,QNVPC5601I,IN,Agri,Pune,2024-09-30,756924,2025-10-09
C1441,Aman Trivedi,Individual,MEAPT2250A,IN,Pharma,Mumbai,2025-01-02,1062453,2027-10-22
C2488,Sanjay Kulkarni,Individual,,IN,NBFC,Pune,2021-02-12,4541172,2023-10-16
C2726,Konark Chemicals Pvt Ltd,Corporate,FFNCK8606F,IN,NBFC,Chennai,2024-05-23,17246573,2026-06-29
C2311,Ananya Sengupta,Individual,,IN,Financial Services,Hyderabad,2020-08-28,1814234,2022-06-29
C2544,Ananya Bose,Individual,KCEPB8952C,IN,NBFC,Kolkata,2021-08-01,6542495,2023-03-15
C1391,Chandra Logistics LLP,Corporate,,IN,Pharma,Delhi,2024-03-14,6011666,2025-03-04
C2856,Zenith Industries Ltd,Corporate,TEKCZ5340E,IN,Pharma,Delhi,2019-03-07,4772079,2021-03-05
C2572,Kaveri Holdings Ltd,Corporate,,IN,NBFC,Pune,2020-06-13,10223121,2021-11-20
C1445,Konark Enterprises Ltd,Corporate,PNRCK9881X,IN,Infrastructure,Kolkata,2021-10-10,1799675,2022-05-30
C1121,Ajay Kumar,Individual,PGEPK8540T,IN,Infrastructure,Pune,2020-02-12,2248625,2021-09-03
C1266,Varun Menon,Individual,GHOPM7706Z,IN,IT Services,Kolkata,2020-12-17,3003577,2022-06-14
C2321,Vindhya Enterprises Pvt Ltd,Corporate,DMYCV5945Y,IN,IT Services,Delhi,2019-02-02,1446277,2020-06-02
C2943,Kaveri Chemicals India Pvt Ltd,Corporate,SXFCK6319D,IN,IT Services,Kolkata,2023-08-25,711852,2024-10-02
C1767,Anjali Nair,Individual,HHBPN0175B,IN,Infrastructure,Bengaluru,2019-04-15,287479,2022-02-04
C2891,Tanvi Iyer,Individual,UOHPI7632I,IN,Real Estate,Chennai,2024-11-15,750382,2026-06-29
C2576,Kunal Dutta,Individual,WTTPD4332V,IN,Real Estate,Ahmedabad,2024-12-05,1260818,2026-04-06
C1887,Zenith Exports India Pvt Ltd,Corporate,BTACZ6621X,IN,Real Estate,Ahmedabad,2019-08-18,4849659,2020-08-29
C2468,Chandra Textiles Ltd,Corporate,MMKCC2767M,IN,Real Estate,Bengaluru,2022-01-18,1341249,2023-06-24
C1318,Zoya Vaidya,Individual,VCFPV4461E,IN,Real Estate,Mumbai,2024-01-04,4152107,2026-11-14
C2284,Farah Malhotra,Individual,KUZPM3451M,IN,Commodities,Mumbai,2020-09-29,883130,2021-05-06
C2636,Ananya Pillai,Individual,DJKPP4540Y,IN,IT Services,Bengaluru,2019-03-01,3569810,2020-07-21
C1777,Divya Bhardwaj,Individual,OTAPB3662H,IN,Gems & Jewellery,Kolkata,2021-11-10,10026303,2024-09-14
C1250,Kunal Bhattacharya,Individual,FOEPB1833N,IN,IT Services,Bengaluru,2020-12-26,3191007,2022-05-18
C2574,Zoya Reddy,Individual,NDQPR8881P,IN,Import/Export,Hyderabad,2023-09-11,1070283,2026-03-03
C1726,Karan Sengupta,Individual,MWRPS5396S,IN,Real Estate,Pune,2020-11-28,1781627,2021-12-29
C2172,Zenith Holdings LLP,Corporate,LXHCZ4899H,IN,Infrastructure,Hyderabad,2021-03-11,475241,2023-10-22
C1372,Satpura Textiles India Pvt Ltd,Corporate,,IN,Financial Services,Kolkata,2020-03-11,307862,2022-10-10
C1788,Pooja Vaidya,Individual,QZVPV9999R,IN,Import/Export,Kolkata,2023-05-27,552931,2024-02-15
C1679,Kunal Reddy,Individual,,IN,NBFC,Kolkata,2020-10-12,8357261,2022-01-19
C2862,Chandra Ventures LLP,Corporate,WMUCC0355A,IN,IT Services,Kolkata,2019-11-02,1121393,2022-08-28
C1112,Mr. Mahesh Sharma,Individual,,IN,Commodities,Delhi,2019-11-24,2893196,2021-06-11
C2472,Siddharth Vaidya,Individual,IGBPV3377I,IN,Import/Export,Chennai,2021-12-30,590496,2023-01-19
C1854,Kaveri Holdings Pvt Ltd,Corporate,SJUCK2680F,IN,Commodities,Ahmedabad,2022-01-15,271802,2024-06-04
C1962,Zenith Holdings Ltd,Corporate,WCUCZ6481R,IN,Import/Export,Hyderabad,2019-08-12,2881779,2020-11-21
C2071,Siddharth Chatterjee,Individual,SSNPC1882K,IN,Financial Services,Chennai,2021-01-11,157601115,2022-04-08
C2471,Sneha Kulkarni,Individual,SKLPK8952S,IN,NBFC,Kolkata,2019-08-05,9513391,2020-04-15
C2057,Anantara Textiles India Pvt Ltd,Corporate,SQGCA2615X,IN,IT Services,Delhi,2023-12-08,3991456,2025-06-17
C1728,Anjali Bhardwaj,Individual,JARPB4584D,IN,Agri,Delhi,2024-02-12,1000048,2026-05-20
C1277,Anantara Industries India Pvt Ltd,Corporate,JTMCA7223P,IN,Pharma,Hyderabad,2020-11-27,3731473,2023-06-15
C2313,Meridian Capital Ltd,Corporate,VJOCM7293W,IN,IT Services,Ahmedabad,2025-06-27,343213,2027-07-08
C2322,Pooja Vaidya,Individual,,IN,Agri,Bengaluru,2019-02-17,1019752,2021-10-05
C2998,Vikram Pillai,Individual,ZDCPP7102E,IN,NBFC,Mumbai,2024-03-03,13917589,2027-03-08
C1426,Shreya Malhotra,Individual,XANPM2707L,IN,Agri,Kolkata,2025-07-08,1669649,2026-04-30
C1510,Rahul Nair,Individual,JEUPN1116N,IN,Financial Services,Ahmedabad,2019-07-12,22439955,2021-04-19
C2188,Bhaskar Exports Pvt Ltd,Corporate,JUVCB6061K,IN,Gems & Jewellery,Hyderabad,2024-04-02,863251,2026-02-21
C2905,Anantara Logistics Pvt Ltd,Corporate,MCICA3122Y,IN,Commodities,Bengaluru,2020-12-02,1779949,2022-08-05
C2204,Vikram Joshi,Individual,VGFPJ5568S,IN,Financial Services,Ahmedabad,2022-01-31,1539762,2024-02-17
C1389,Aman Mehta,Individual,,IN,Real Estate,Bengaluru,2024-11-24,3203799,2026-08-09
C1074,SULOCHANA DEVI AGARWAL,Individual,PLLPA9497Z,IN,Agri,Mumbai,2019-04-08,3509757,2021-07-21
C2721,Deepak Chatterjee,Individual,WKSPC6449Z,IN,Infrastructure,Ahmedabad,2020-04-29,17498421,2020-11-29
C2851,Harsh Pillai,Individual,WCMPP0087D,IN,Financial Services,Mumbai,2024-01-08,751018,2025-12-23
C1821,Nilgiri Chemicals LLP,Corporate,GVXCN8259Z,IN,IT Services,Delhi,2023-02-22,1608015,2025-01-08
C2201,Aravali Holdings India Pvt Ltd,Corporate,KZHCA2118V,IN,Real Estate,Ahmedabad,2020-11-17,9807730,2023-05-20
C1115,SANTOSH KUMAR,Individual,,IN,Pharma,Mumbai,2020-04-04,3282967,2021-09-25
C1197,Shri Shrimati Hafija Umar Dalwai,Individual,,IN,IT Services,Chennai,2024-12-26,6640753,2026-10-18
C1288,Harsh Chauhan,Individual,RINPC8901C,IN,Commodities,Hyderabad,2019-07-08,1604732,2021-04-01
C1944,Sundara Infra LLP,Corporate,,IN,Pharma,Chennai,2024-08-02,6661234,2027-02-23
C2416,Anantara Logistics Ltd,Corporate,,IN,Import/Export,Delhi,2023-05-06,1652115,2025-07-18
C2388,Pooja Dutta,Individual,GTOPD7812D,IN,Real Estate,Bengaluru,2025-03-10,5240676,2025-11-18
C2032,Farah Bhardwaj,Individual,LAMPB4191U,IN,IT Services,Delhi,2023-06-13,1327804,2025-03-01
C1494,Vikram Bose,Individual,MMZPB2993J,IN,Import/Export,Pune,2019-04-11,156646,2020-12-23
C2360,Vindhya Chemicals LLP,Corporate,,IN,NBFC,Ahmedabad,2019-03-30,1199137,2021-06-03
C2956,Shreya Chatterjee,Individual,PNMPC1271G,IN,Real Estate,Chennai,2025-05-29,2249592,2028-02-03
C1794,Konark Industries Ltd,Corporate,,IN,Financial Services,Ahmedabad,2024-09-18,6802713,2025-08-04
C1345,Konark Exports Pvt Ltd,Corporate,SCVCK2302G,IN,Infrastructure,Ahmedabad,2022-11-16,538870,2023-11-17
C2289,Ananya Nair,Individual,PGPPN2234A,IN,Pharma,Kolkata,2023-10-02,868514,2024-08-08
C1214,Riyaz Bhatkal,Individual,ZILPB5401Q,IN,Agri,Mumbai,2021-01-03,664344,2022-06-24
C2187,Zenith Industries LLP,Corporate,NFECZ6475M,IN,Gems & Jewellery,Ahmedabad,2023-09-13,50061378,2025-11-02
C1229,Wasi Chatterjee,Individual,,IN,IT Services,Pune,2019-09-05,2044318,2020-04-18
C2485,Ananya Saxena,Individual,HMWPS9236E,IN,Commodities,Mumbai,2019-07-27,4918690,2021-05-28
C2010,Meridian Capital LLP,Corporate,CMUCM0655K,IN,Agri,Hyderabad,2019-04-20,2701006,2022-01-22
C1742,Anantara Chemicals LLP,Corporate,ECCCA9350O,IN,Agri,Hyderabad,2023-12-05,18164462,2025-06-21
C2123,Nilgiri Industries Pvt Ltd,Corporate,,IN,IT Services,Ahmedabad,2024-01-16,14625060,2024-12-16
C2396,Ritu Nair,Individual,,IN,Commodities,Delhi,2021-04-13,1130584,2024-01-04
C1947,Chandra Infra Pvt Ltd,Corporate,RQBCC1990F,IN,IT Services,Chennai,2024-07-01,1088211,2025-04-04
C1231,Khalid Saifullah,Individual,ICOPS7651J,IN,Gems & Jewellery,Bengaluru,2020-02-17,826711,2022-03-10
C2351,Deepak Joshi,Individual,SNXPJ6869Y,IN,Real Estate,Mumbai,2021-08-30,725846,2023-11-01
C1594,Priya Saxena,Individual,QAOPS2209V,IN,Financial Services,Delhi,2025-07-24,172864,2027-10-19
C2662,Farah Iyer,Individual,RZMPI7635B,IN,Infrastructure,Delhi,2019-07-10,8425146,2022-02-07
C2490,Meridian Textiles Ltd,Corporate,,IN,Commodities,Delhi,2022-11-21,968836,2025-10-22
C1187,Shrimati R. Ammani,Individual,VVHPA2768J,IN,Pharma,Ahmedabad,2021-06-10,4085566,2022-05-08
C2987,Aravali Chemicals Pvt Ltd,Corporate,AJICA4424B,IN,Gems & Jewellery,Chennai,2021-07-02,71067034,2022-09-02
C1027,ROMIKA,Individual,DSZPR7910C,IN,Pharma,Bengaluru,2019-07-16,3925020,2020-09-17
C2972,Manav Ghosh,Individual,DICPG2508W,IN,Financial Services,Hyderabad,2019-02-23,367223,2019-10-26
C2802,Kavya Nair,Individual,KGWPN3805U,IN,Real Estate,Kolkata,2022-10-07,1459534,2025-07-07
C1975,Chandra Ventures Ltd,Corporate,YGPCC7241D,IN,Gems & Jewellery,Pune,2023-05-30,871351,2026-03-19
C2021,Arjun Dutta,Individual,PUPPD3993F,IN,IT Services,Mumbai,2020-02-19,1195438,2022-04-27
C1058,Pooja Goyal,Individual,,IN,IT Services,Mumbai,2019-01-25,5761651,2021-05-03
C1563,Ananya Deshmukh,Individual,NKAPD6469P,IN,Pharma,Delhi,2021-03-16,4585402,2023-10-28
C2511,Sneha Mehta,Individual,MJMPM9401U,IN,Pharma,Mumbai,2024-05-18,10418382,2025-02-10
C2348,Divya Chatterjee,Individual,ISBPC0216D,IN,Infrastructure,Hyderabad,2024-10-14,1113041,2026-04-08
C2368,Meridian Logistics Pvt Ltd,Corporate,YQTCM6915R,IN,NBFC,Kolkata,2021-10-10,3535373,2022-11-15
C1587,Farah Deshmukh,Individual,CNNPD7174E,IN,NBFC,Bengaluru,2023-05-12,242538,2024-11-22
C1709,Konark Ventures Ltd,Corporate,FGFCK1016H,IN,Import/Export,Bengaluru,2019-04-01,13389773,2021-05-07
C2513,Zoya Sengupta,Individual,TWDPS8498Q,IN,Financial Services,Hyderabad,2020-07-01,407213,2021-04-19
C1160,"रंजन, मंगराज, श्री मानस",Individual,YLEPर5159E,IN,Import/Export,Chennai,2022-10-16,594038,2023-08-19
C1158,A. SARANGI,Individual,HRBPS4350T,IN,Agri,Delhi,2021-01-15,731405,2022-10-31
C1656,Vindhya Chemicals LLP,Corporate,,IN,Commodities,Pune,2022-10-22,2042298,2025-05-12
C2774,Chandra Ventures Ltd,Corporate,RWHCC7311J,IN,Commodities,Ahmedabad,2020-08-23,309745,2021-12-02
C1436,Farah Vaidya,Individual,EUDPV7322U,IN,Pharma,Bengaluru,2019-03-13,1228809,2020-05-30
C2936,Anjali Rao,Individual,SYQPR3023M,IN,IT Services,Mumbai,2021-03-21,1719306,2022-06-24
C1638,Sneha Kulkarni,Individual,TCFPK2744R,IN,IT Services,Delhi,2022-12-10,637636,2025-11-20
C2194,Divya Rao,Individual,RNSPR6087G,IN,Financial Services,Mumbai,2021-02-09,1541497,2023-05-15
C1120,JITENDRA SINGH,Individual,XFTPS2782G,IN,NBFC,Kolkata,2024-03-02,33470448,2025-04-19
C2786,Anjali Vaidya,Individual,DTCPV1056N,IN,Real Estate,Chennai,2021-01-29,874473,2023-03-17
C1164,Jyotiraditya M. Scindia,Individual,BHMPS8840J,IN,Infrastructure,Bengaluru,2021-04-10,2602735,2024-03-27
C2387,Vindhya Chemicals India Pvt Ltd,Corporate,GMBCV5366M,IN,Import/Export,Pune,2019-06-27,13702947,2021-10-31
C1095,M. M. H. MEHTA,Individual,,IN,Import/Export,Pune,2020-02-17,15572240,2022-02-28
C1690,Arjun Malhotra,Individual,DNOPM2342N,IN,Commodities,Hyderabad,2022-04-18,4235704,2024-08-06
C2831,Varun Malhotra,Individual,XYEPM4211W,IN,Financial Services,Kolkata,2023-04-23,8729312,2025-09-10
C2133,Imran Iyer,Individual,VQDPI7092T,IN,Pharma,Ahmedabad,2020-10-31,10950218,2023-01-31
C1704,Gaurav Dutta,Individual,EOHPD7498C,IN,Infrastructure,Bengaluru,2022-03-21,4764212,2024-12-05
C1346,Sneha Pillai,Individual,QKAPP1572F,IN,NBFC,Ahmedabad,2022-07-06,421962,2024-11-22
C2828,Anantara Textiles LLP,Corporate,FRQCA0320X,IN,Import/Export,Pune,2020-07-15,38732758,2023-02-04
C2580,Preeti Malhotra,Individual,IVNPM9499N,IN,Import/Export,Mumbai,2021-05-24,168392,2022-07-18
C1583,Meridian Holdings India Pvt Ltd,Corporate,CRCCM4126N,IN,Pharma,Hyderabad,2022-09-17,1705146,2025-07-17
C2042,Zenith Holdings India Pvt Ltd,Corporate,,IN,Infrastructure,Kolkata,2019-10-15,617519,2022-02-23
C2445,Rohan Malhotra,Individual,,IN,Infrastructure,Chennai,2023-04-22,1102952,2025-12-25
C1035,Mr. Avijit Kumar Ganguly,Individual,,IN,IT Services,Mumbai,2021-10-04,4027202,2023-12-18
C2771,Karan Bhardwaj,Individual,,IN,IT Services,Hyderabad,2022-03-09,1271214,2024-11-09
C1110,Shri Mohammad Jiyaur Rahaman,Individual,JUFPR2883N,IN,Gems & Jewellery,Pune,2022-11-24,161306,2025-09-05
C2758,Karan Pillai,Individual,,IN,Commodities,Bengaluru,2024-10-06,3459528,2025-08-14
C2179,Satpura Ventures Pvt Ltd,Corporate,UAYCS8587N,IN,Import/Export,Pune,2021-06-19,11021252,2023-06-15
C1406,Priya Trivedi,Individual,ZCAPT5451M,IN,IT Services,Pune,2024-02-27,628377,2026-08-30
C2271,Nilgiri Ventures Pvt Ltd,Corporate,UBZCN8331W,IN,Import/Export,Delhi,2022-05-15,192117,2025-01-01
C2091,Vikram Joshi,Individual,,IN,Financial Services,Bengaluru,2024-06-27,6566851,2025-02-20
C1358,Harsh Bhardwaj,Individual,,IN,NBFC,Kolkata,2023-12-19,3636732,2026-11-09
C1384,Vikram Kulkarni,Individual,GYJPK8431D,IN,Agri,Bengaluru,2021-05-12,829428,2024-04-04
C2143,Isha Reddy,Individual,MQFPR6837N,IN,Import/Export,Ahmedabad,2023-06-14,331929,2025-02-11
C1635,Satpura Logistics LLP,Corporate,GZQCS3980I,IN,Gems & Jewellery,Pune,2019-05-29,52496,2021-03-15
C2307,Bhaskar Capital Ltd,Corporate,YOZCB3097J,IN,Import/Export,Pune,2023-03-02,1139804,2023-09-25
C2538,Sundara Infra Ltd,Corporate,SUZCS8794G,IN,Commodities,Pune,2022-03-11,43221,2024-09-03
C1140,Kuldeep Singh,Individual,RIPPS5858B,IN,Import/Export,Mumbai,2019-03-09,1599904,2019-10-09
C1459,Divya Sengupta,Individual,CRTPS9583M,IN,Financial Services,Ahmedabad,2022-04-12,323710,2023-03-01
C2546,Kavya Bhatt,Individual,UTJPB8441P,IN,Infrastructure,Ahmedabad,2019-03-15,1969878,2022-03-14
C2706,Ananya Vaidya,Individual,PPZPV7302C,IN,IT Services,Chennai,2024-05-06,7083335,2026-10-18
C1148,Selvam G,Individual,,IN,Agri,Kolkata,2024-08-13,4783212,2025-03-06
C1123,DHARMENDRA,Individual,UQFPD5592T,IN,Real Estate,Kolkata,2022-06-07,2070925,2024-11-08
C2834,Meridian Infra Ltd,Corporate,,IN,Financial Services,Mumbai,2024-04-26,607361,2026-06-12
C2301,Isha Saxena,Individual,,IN,IT Services,Mumbai,2019-04-16,844507,2021-08-23
C1393,Konark Capital LLP,Corporate,,IN,Infrastructure,Chennai,2024-10-02,6154626,2027-02-26
C2639,Nilgiri Ventures LLP,Corporate,CPYCN1572Z,IN,Commodities,Pune,2022-08-18,16921320,2025-05-23
C1458,Priya Reddy,Individual,YYPPR4755C,IN,Pharma,Chennai,2022-12-19,1785211,2024-03-19
C1210,babar reddy,Individual,AAQPR4247J,IN,IT Services,Hyderabad,2024-06-18,10258373,2025-07-09
C1839,Zenith Exports India Pvt Ltd,Corporate,DUUCZ6962G,IN,Financial Services,Chennai,2023-08-19,4906658,2024-11-21
C1353,Preeti Nair,Individual,GSBPN5316F,IN,Import/Export,Bengaluru,2025-03-15,19525096,2027-03-29
C2027,Vindhya Capital LLP,Corporate,ABFCV6002W,IN,Financial Services,Hyderabad,2025-05-30,162118027,2027-04-06
C2392,Priya Deshmukh,Individual,HEXPD7774K,IN,Commodities,Mumbai,2019-03-08,3991876,2020-11-15
C2096,Divya Sengupta,Individual,VWMPS5195U,IN,Infrastructure,Chennai,2023-09-21,1090949,2026-04-15
C2122,Kunal Chatterjee,Individual,RYQPC4727J,IN,Gems & Jewellery,Chennai,2025-01-08,1781807,2025-10-09
C2226,Bhaskar Ventures India Pvt Ltd,Corporate,GNFCB9318L,IN,Real Estate,Kolkata,2023-03-05,1428142,2024-04-05
C1089,Rakesh Kumar Goel,Individual,VPLPG0845J,IN,Import/Export,Bengaluru,2024-10-12,15634485,2027-06-15
C1828,Divya Bhattacharya,Individual,LPBPB6405I,IN,Agri,Hyderabad,2021-02-20,433771,2022-12-24
C2005,Ananya Ghosh,Individual,ENZPG2361B,IN,Financial Services,Kolkata,2019-11-11,39416,2020-11-21
C1166,Rajpalsinh Mahendrasinh Jadav,Individual,NHQPJ7938U,IN,Financial Services,Mumbai,2020-07-11,1989672,2022-08-09
C2058,Satpura Infra Pvt Ltd,Corporate,TTACS0376N,IN,Import/Export,Chennai,2020-10-23,479267,2022-01-28
C2295,Satpura Infra Ltd,Corporate,PPCCS0431F,IN,Infrastructure,Kolkata,2025-04-26,3237311,2026-12-15
C2598,Kaveri Enterprises Pvt Ltd,Corporate,HTPCK0049S,IN,IT Services,Mumbai,2020-04-27,5868485,2021-08-30
C2052,Sneha Chauhan,Individual,QFCPC7673P,IN,Import/Export,Delhi,2019-04-05,1406439,2021-03-02
C1404,Sundara Exports Pvt Ltd,Corporate,,IN,Pharma,Kolkata,2024-08-18,697625,2025-09-19
C1450,Satpura Holdings Pvt Ltd,Corporate,MNUCS6214A,IN,IT Services,Chennai,2022-01-12,816485,2022-11-23
C1454,Aditya Bhatt,Individual,LWQPB6559C,IN,Commodities,Delhi,2023-11-23,1074567,2024-10-23
C2838,Chandra Ventures Pvt Ltd,Corporate,,IN,Real Estate,Kolkata,2020-08-18,12118468,2021-10-22
C2579,Sneha Bhatt,Individual,QWUPB2842G,IN,Pharma,Hyderabad,2019-03-16,471544,2020-01-31
C1360,Neha Nair,Individual,VNOPN1404R,IN,NBFC,Pune,2021-11-12,226317,2022-09-29
C2150,Divya Chauhan,Individual,CRXPC0231J,IN,Import/Export,Bengaluru,2023-08-10,160332,2025-11-13
C2259,Kaveri Ventures LLP,Corporate,PZICK3398C,IN,Pharma,Bengaluru,2024-05-29,387763,2027-03-19
C2336,Siddharth Saxena,Individual,PHYPS4641Z,IN,Financial Services,Pune,2020-07-14,302651,2023-01-30
C1032,"KAUR, JASMINDER",Individual,AIHPK9761H,IN,Pharma,Ahmedabad,2023-06-14,276230,2024-09-17
C2124,Konark Industries Pvt Ltd,Corporate,WQMCK9160U,IN,Agri,Kolkata,2019-08-23,3744533,2021-03-25
C2841,Imran Menon,Individual,IPPPM0330Z,IN,Commodities,Mumbai,2020-02-18,438899,2022-08-07
C1985,Meridian Ventures India Pvt Ltd,Corporate,IMHCM3430P,IN,Agri,Hyderabad,2019-09-01,332180,2021-11-01
C2157,Karan Trivedi,Individual,BCTPT0478J,IN,Commodities,Pune,2021-09-04,2364079,2022-07-18
C2783,Chandra Exports LLP,Corporate,NFVCC2860G,IN,Pharma,Chennai,2021-01-27,986863,2022-12-24
C1514,Meridian Capital Pvt Ltd,Corporate,XHXCM8127P,IN,Pharma,Mumbai,2023-10-01,7461876,2026-09-15
C2102,Sneha Chauhan,Individual,,IN,Pharma,Kolkata,2025-03-06,73781662,2026-01-27
C2692,Chandra Holdings LLP,Corporate,YRICC6712V,IN,IT Services,Hyderabad,2022-03-21,6885172,2024-02-04
C2044,Nilgiri Exports LLP,Corporate,HDCCN7840O,IN,Infrastructure,Hyderabad,2022-09-13,3458308,2024-01-18
C2710,Shreya Rao,Individual,YLTPR8527A,IN,Pharma,Chennai,2020-12-29,459314,2022-02-04
C2543,Meridian Holdings Pvt Ltd,Corporate,ZRDCM9455Y,IN,Real Estate,Bengaluru,2020-07-24,1399499,2022-04-14
C2114,Harsh Chauhan,Individual,,IN,NBFC,Pune,2022-09-04,1508071,2023-11-14
C1349,Sneha Bhattacharya,Individual,JQEPB2442G,IN,Financial Services,Mumbai,2019-07-23,3878829,2020-09-02
C2293,Nisha Sethi,Individual,PKOPS7234Q,IN,Infrastructure,Delhi,2024-12-24,20743,2026-08-21
